id_ticket,id_cliente,fecha_apertura,fecha_cierre,categoria,canal,prioridad,satisfaccion
T906400,C5332,2024-12-15 15:00:00,2024-12-15 20:53:06,WiFi / equipos,Telefónico,Alta,5.0
T917390,C3349,2025-09-28 14:00:00,2025-09-29 01:45:47,Conexión lenta / intermitencia,Sucursal,Alta,3.0
T921697,C5089,2025-12-15 17:00:00,2025-12-17 08:00:30,Sin conexión,Telefónico,Baja,5.0
T907421,C3399,2025-01-19 13:00:00,2025-01-20 21:15:46,Sin conexión,Portal web,Media,
T912500,C1825,2025-05-20 16:00:00,2025-05-21 12:40:48,Facturación,Telefónico,Media,5.0
T918066,C1376,2025-10-01 17:00:00,2025-10-02 05:25:09,Sin conexión,WhatsApp,Media,
T922454,C2210,2026-01-22 15:00:00,2026-01-25 04:27:36,Facturación,WhatsApp,Baja,
T918247,C2087,2025-10-26 16:00:00,2025-10-28 13:31:32,Conexión lenta / intermitencia,WhatsApp,Baja,
T923496,C5118,2026-01-11 08:00:00,2026-01-12 00:25:51,Sin conexión,WhatsApp,Media,4.0
T927641,C5206,2026-04-17 11:00:00,2026-04-17 22:04:21,Conexión lenta / intermitencia,WhatsApp,Media,5.0
T923106,C3966,2026-01-24 20:00:00,2026-01-25 11:15:41,Facturación,Sucursal,Media,
T919991,C4724,2025-11-25 09:00:00,2025-11-25 18:30:24,WiFi / equipos,Telefónico,Alta,
T903595,C1628,2024-11-08 11:00:00,2024-11-10 16:33:45,Facturación,Telefónico,Baja,2.0
T909940,C5423,2025-02-06 15:00:00,2025-02-08 18:54:32,Sin conexión,WhatsApp,Media,
T903323,C4939,2024-10-26 19:00:00,2024-10-29 14:21:53,Instalación,Telefónico,Baja,2.0
T906746,C1743,2025-01-28 10:00:00,2025-01-28 14:27:24,Sin conexión,Telefónico,Alta,5.0
T907242,C2972,2025-01-20 11:00:00,2025-01-22 10:37:22,Instalación,Telefónico,Baja,4.0
T922790,C3067,2026-01-05 08:00:00,2026-01-05 23:05:11,Sin conexión,WhatsApp,Alta,5.0
T913036,C4067,2025-05-16 08:00:00,2025-05-16 17:34:06,WiFi / equipos,Telefónico,Media,5.0
T913127,C4473,2025-05-14 12:00:00,2025-05-14 19:58:55,WiFi / equipos,Sucursal,Media,
T905514,C3173,2024-12-13 12:00:00,2024-12-18 13:38:20,WiFi / equipos,WhatsApp,Baja,
T929296,C2444,2026-06-19 09:00:00,2026-06-19 13:58:30,Consulta comercial,Sucursal,Media,
T929902,C5322,2026-06-10 12:00:00,2026-06-11 21:39:41,Sin conexión,Telefónico,Baja,5.0
T929723,C4494,2026-06-13 16:00:00,2026-06-15 07:11:09,Conexión lenta / intermitencia,WhatsApp,Alta,
T920478,C1546,2025-12-05 13:00:00,2025-12-08 09:14:50,Sin conexión,Portal web,Baja,3.0
T903830,C2440,2024-11-19 13:00:00,2024-11-21 19:17:57,Cambio de plan,Portal web,Media,
T903777,C2302,2024-11-03 15:00:00,2024-11-03 20:32:31,Sin conexión,Telefónico,Alta,4.0
T913743,C2380,2025-06-23 15:00:00,2025-06-24 22:15:00,Facturación,Telefónico,Baja,3.0
T913022,C4021,2025-05-14 18:00:00,2025-05-15 04:41:29,Sin conexión,Sucursal,Media,
T924293,C2304,2026-02-11 10:00:00,2026-02-12 07:56:22,Sin conexión,Telefónico,Media,
T900331,C2135,2024-08-28 15:00:00,2024-08-30 09:16:57,Conexión lenta / intermitencia,Email,Media,5.0
T911189,C5516,2025-03-24 09:00:00,2025-03-25 12:29:22,Facturación,WhatsApp,Media,
T904409,C4616,2024-11-24 10:00:00,2024-11-26 21:58:34,Conexión lenta / intermitencia,Portal web,Media,1.0
T916827,C1189,2025-09-05 19:00:00,2025-09-06 20:20:02,Sin conexión,Telefónico,Media,3.0
T904414,C4633,2024-11-02 14:00:00,2024-11-03 11:48:24,WiFi / equipos,Portal web,Media,
T919265,C1413,2025-11-21 08:00:00,2025-11-22 02:24:06,Cambio de plan,Telefónico,Media,
T929194,C1909,2026-06-02 12:00:00,2026-06-02 16:58:13,Sin conexión,Telefónico,Media,4.0
T911519,C2279,2025-04-09 20:00:00,2025-04-11 05:02:28,Corte programado,Telefónico,Media,2.0
T926020,C3134,2026-03-19 10:00:00,2026-03-20 12:01:41,Consulta comercial,Telefónico,Media,4.0
T913045,C4104,2025-05-16 17:00:00,2025-05-17 05:50:36,WiFi / equipos,Sucursal,Alta,5.0
T920178,C5533,2025-11-07 10:00:00,2025-11-08 02:39:45,WiFi / equipos,WhatsApp,Media,
T902287,C5280,2024-09-10 10:00:00,2024-09-10 15:18:39,Corte programado,Portal web,Alta,
T921751,C5253,2025-12-09 18:00:00,2025-12-10 17:31:48,Sin conexión,Sucursal,Media,5.0
T921788,C5359,2025-12-21 10:00:00,2025-12-21 21:29:13,Facturación,WhatsApp,Alta,
T924405,C2607,2026-02-06 17:00:00,2026-02-08 17:02:34,Sin conexión,WhatsApp,Baja,4.0
T921079,C3343,2025-12-01 12:00:00,2025-12-02 19:55:34,Sin conexión,Telefónico,Baja,
T904255,C3940,2024-11-18 16:00:00,2024-11-19 03:56:36,Conexión lenta / intermitencia,Sucursal,Media,5.0
T909927,C5403,2025-02-03 14:00:00,2025-02-03 22:55:53,Conexión lenta / intermitencia,Telefónico,Alta,3.0
T924432,C2675,2026-02-26 19:00:00,2026-02-27 01:35:01,Sin conexión,WhatsApp,Media,
T906428,C5392,2024-12-26 19:00:00,2024-12-29 12:52:53,Consulta comercial,Portal web,Baja,
T928746,C5145,2026-05-27 08:00:00,2026-05-27 21:50:19,Sin conexión,WhatsApp,Media,5.0
T909802,C5107,2025-02-24 12:00:00,2025-02-24 13:32:40,Sin conexión,WhatsApp,Alta,5.0
T904071,C3232,2024-11-08 11:00:00,2024-11-08 21:52:11,Conexión lenta / intermitencia,Portal web,Media,
T926419,C4949,2026-03-04 10:00:00,2026-03-05 12:53:11,Cambio de plan,Telefónico,Media,4.0
T926305,C4390,2026-03-16 15:00:00,2026-03-17 16:24:22,Sin conexión,Sucursal,Media,
T909542,C4446,2025-02-21 12:00:00,2025-02-22 00:57:33,Cambio de plan,Portal web,Baja,5.0
T903663,C1832,2024-11-18 16:00:00,2024-11-20 08:01:56,WiFi / equipos,Telefónico,Baja,5.0
T908279,C1237,2025-02-17 18:00:00,2025-02-20 02:41:27,Cambio de plan,Telefónico,Media,4.0
T913916,C2999,2025-06-21 09:00:00,2025-06-21 22:33:01,Conexión lenta / intermitencia,Telefónico,Media,
T916334,C3790,2025-08-11 14:00:00,2025-08-12 16:53:46,Conexión lenta / intermitencia,WhatsApp,Media,
T920053,C5041,2025-11-27 11:00:00,2025-11-28 13:38:09,Sin conexión,WhatsApp,Media,3.0
T901183,C1193,2024-09-01 16:00:00,2024-09-02 09:10:42,Conexión lenta / intermitencia,WhatsApp,Media,4.0
T928242,C2829,2026-05-30 11:00:00,2026-05-31 10:11:38,Conexión lenta / intermitencia,Telefónico,Media,
T921275,C3859,2025-12-09 10:00:00,2025-12-09 16:28:33,Sin conexión,Telefónico,Alta,5.0
T905002,C1955,2024-12-26 19:00:00,2024-12-31 11:58:43,WiFi / equipos,Telefónico,Baja,
T912265,C5464,2025-04-12 15:00:00,2025-04-13 06:49:16,Sin conexión,Telefónico,Media,
T931211,C6089,2026-07-17 09:00:00,2026-07-19 06:34:48,Conexión lenta / intermitencia,Sucursal,Baja,
T913794,C2566,2025-06-29 09:00:00,2025-06-29 10:43:11,WiFi / equipos,Email,Alta,4.0
T908029,C5018,2025-01-06 11:00:00,2025-01-07 19:10:19,Instalación,Sucursal,Media,
T924828,C3831,2026-02-04 19:00:00,2026-02-09 03:47:01,Consulta comercial,Sucursal,Baja,1.0
T911429,C1933,2025-04-24 18:00:00,2025-04-27 00:02:49,Facturación,Portal web,Baja,
T928985,C6108,2026-05-04 11:00:00,2026-05-05 05:56:56,Conexión lenta / intermitencia,Telefónico,Media,
T910290,C2237,2025-03-17 11:00:00,2025-03-20 00:18:42,Facturación,Sucursal,Baja,
T926099,C3471,2026-03-21 08:00:00,2026-03-22 12:59:48,Sin conexión,Telefónico,Media,4.0
T913545,C1577,2025-06-10 16:00:00,2025-06-10 18:13:46,Sin conexión,Telefónico,Alta,5.0
T905611,C3419,2024-12-18 14:00:00,2024-12-22 16:37:44,Consulta comercial,Portal web,Baja,
T924880,C4031,2026-02-07 08:00:00,2026-02-07 11:19:06,Conexión lenta / intermitencia,Sucursal,Alta,5.0
T913236,C4966,2025-05-30 16:00:00,2025-05-31 04:16:41,WiFi / equipos,Portal web,Media,5.0
T905502,C3145,2024-12-20 11:00:00,2024-12-25 09:55:12,Conexión lenta / intermitencia,Telefónico,Baja,2.0
T917789,C5051,2025-09-04 13:00:00,2025-09-06 05:20:17,Conexión lenta / intermitencia,Telefónico,Baja,
T929515,C3433,2026-06-01 14:00:00,2026-06-02 01:34:56,Consulta comercial,Portal web,Alta,5.0
T918530,C3248,2025-10-16 17:00:00,2025-10-18 16:26:38,WiFi / equipos,WhatsApp,Media,2.0
T927801,C5945,2026-04-20 15:00:00,2026-04-20 19:54:02,Cambio de plan,Sucursal,Alta,5.0
T909310,C3910,2025-02-08 12:00:00,2025-02-09 03:21:48,Cambio de plan,Telefónico,Media,
T916178,C3158,2025-08-16 15:00:00,2025-08-17 06:17:35,Conexión lenta / intermitencia,Portal web,Media,
T906070,C4581,2024-12-07 17:00:00,2024-12-09 01:55:22,Conexión lenta / intermitencia,Telefónico,Baja,
T929007,C1084,2026-06-09 15:00:00,2026-06-10 02:46:41,Facturación,Sucursal,Media,5.0
T903173,C4341,2024-10-27 17:00:00,2024-10-28 00:19:53,Sin conexión,Sucursal,Media,5.0
T913819,C2689,2025-06-30 11:00:00,2025-07-04 21:37:09,Instalación,Telefónico,Baja,2.0
T923369,C4731,2026-01-24 18:00:00,2026-01-25 12:25:14,WiFi / equipos,WhatsApp,Baja,4.0
T918425,C2829,2025-10-18 12:00:00,2025-10-20 03:17:48,Conexión lenta / intermitencia,Email,Baja,
T920064,C5092,2025-11-03 15:00:00,2025-11-04 09:26:29,Sin conexión,Telefónico,Media,
T922157,C1403,2026-01-18 13:00:00,2026-01-19 06:37:10,Instalación,Telefónico,Media,
T916488,C4484,2025-08-03 11:00:00,2025-08-03 19:12:42,Sin conexión,WhatsApp,Media,
T925134,C4776,2026-02-02 12:00:00,2026-02-02 21:28:40,Conexión lenta / intermitencia,Telefónico,Alta,4.0
T919181,C1057,2025-11-17 18:00:00,2025-11-18 08:05:17,Conexión lenta / intermitencia,WhatsApp,Baja,
T916182,C3162,2025-08-15 13:00:00,2025-08-15 20:16:10,Consulta comercial,Telefónico,Media,5.0
T910037,C1243,2025-03-26 20:00:00,2025-03-27 04:05:02,Sin conexión,Telefónico,Alta,4.0
T911082,C5119,2025-03-16 16:00:00,2025-03-16 23:18:33,Consulta comercial,Portal web,Media,5.0
T908293,C1265,2025-02-25 13:00:00,2025-02-26 06:46:34,Conexión lenta / intermitencia,Telefónico,Alta,
T903922,C2785,2024-11-13 10:00:00,2024-11-13 20:06:11,Conexión lenta / intermitencia,Telefónico,Media,
T907307,C3126,2025-01-06 17:00:00,2025-01-07 18:36:48,Cambio de plan,Telefónico,Media,4.0
T909126,C3450,2025-02-20 11:00:00,2025-02-22 14:39:08,Instalación,Sucursal,Media,4.0
T904969,C1902,2024-12-26 11:00:00,2024-12-31 07:42:19,Sin conexión,Sucursal,Baja,1.0
T913590,C1746,2025-06-18 16:00:00,2025-06-19 17:06:25,Consulta comercial,Telefónico,Baja,3.0
T908041,C5050,2025-01-31 08:00:00,2025-02-03 07:56:03,Cambio de plan,Sucursal,Baja,2.0
T910095,C1464,2025-03-09 19:00:00,2025-03-09 23:33:51,Conexión lenta / intermitencia,Portal web,Alta,4.0
T906770,C1803,2025-01-14 17:00:00,2025-01-17 05:39:19,Sin conexión,WhatsApp,Baja,
T911959,C4098,2025-04-09 20:00:00,2025-04-12 12:44:00,Corte programado,Portal web,Baja,
T930604,C3304,2026-07-19 12:00:00,2026-07-20 04:32:12,Facturación,Telefónico,Media,4.0
T907791,C4394,2025-01-15 14:00:00,2025-01-16 06:54:05,Conexión lenta / intermitencia,Telefónico,Media,4.0
T917410,C3436,2025-09-25 10:00:00,2025-09-25 12:50:30,Conexión lenta / intermitencia,Telefónico,Alta,
T914732,C1698,2025-07-25 14:00:00,2025-08-01 14:55:05,Cambio de plan,Telefónico,Baja,
T928580,C4356,2026-05-25 14:00:00,2026-05-25 19:53:56,Facturación,Sucursal,Media,5.0
T916977,C1742,2025-09-18 14:00:00,2025-09-19 06:54:20,Conexión lenta / intermitencia,Telefónico,Media,5.0
T922031,C1006,2026-01-30 16:00:00,2026-01-30 17:55:28,Sin conexión,Telefónico,Alta,5.0
T911179,C5479,2025-03-03 18:00:00,2025-03-04 10:57:56,Conexión lenta / intermitencia,Portal web,Media,4.0
T929164,C1749,2026-06-20 17:00:00,2026-06-20 22:23:59,WiFi / equipos,Portal web,Alta,5.0
T904963,C1886,2024-12-01 16:00:00,2024-12-04 12:20:40,Facturación,Telefónico,Baja,
T924546,C2987,2026-02-25 18:00:00,2026-02-27 16:17:32,Conexión lenta / intermitencia,Sucursal,Baja,3.0
T930570,C3114,2026-07-13 16:00:00,,Corte programado,Telefónico,Alta,
T923422,C4916,2026-01-25 11:00:00,2026-01-25 18:25:55,Conexión lenta / intermitencia,Telefónico,Alta,4.0
T906742,C1739,2025-01-08 18:00:00,2025-01-09 13:38:20,Facturación,Telefónico,Baja,
T902665,C2463,2024-10-07 11:00:00,2024-10-07 22:41:53,Conexión lenta / intermitencia,WhatsApp,Media,4.0
T910907,C4502,2025-03-02 16:00:00,2025-03-04 00:17:15,Facturación,Email,Baja,
T918704,C3997,2025-10-19 19:00:00,2025-10-24 01:49:07,Conexión lenta / intermitencia,WhatsApp,Baja,2.0
T929135,C1627,2026-06-11 16:00:00,2026-06-12 06:59:20,Consulta comercial,Telefónico,Baja,
T908088,C5183,2025-01-14 13:00:00,2025-01-15 02:34:35,Conexión lenta / intermitencia,Telefónico,Alta,5.0
T901665,C2944,2024-09-12 11:00:00,2024-09-14 19:27:16,Facturación,Telefónico,Baja,3.0
T928956,C5992,2026-05-10 18:00:00,2026-05-11 03:52:19,Conexión lenta / intermitencia,Sucursal,Media,
T930871,C4609,2026-07-04 09:00:00,2026-07-06 02:43:34,Conexión lenta / intermitencia,Telefónico,Media,
T917216,C2679,2025-09-06 12:00:00,2025-09-07 01:26:28,Consulta comercial,Telefónico,Alta,
T916251,C3473,2025-08-20 13:00:00,2025-08-20 14:14:30,Sin conexión,Telefónico,Alta,5.0
T902509,C1816,2024-10-10 10:00:00,2024-10-10 18:34:48,Conexión lenta / intermitencia,Sucursal,Media,4.0
T916971,C1721,2025-09-05 11:00:00,2025-09-07 03:41:03,Corte programado,Telefónico,Media,4.0
T913869,C2852,2025-06-02 12:00:00,2025-06-02 20:21:55,Conexión lenta / intermitencia,Email,Media,5.0
T916359,C3915,2025-08-19 08:00:00,2025-08-20 03:16:47,Conexión lenta / intermitencia,WhatsApp,Alta,4.0
T927110,C2802,2026-04-04 17:00:00,2026-04-05 11:31:24,Sin conexión,Email,Media,
T913951,C3128,2025-06-25 12:00:00,2025-06-25 23:38:55,Conexión lenta / intermitencia,WhatsApp,Media,5.0
T917396,C3382,2025-09-14 20:00:00,2025-09-16 00:47:03,Cambio de plan,Sucursal,Baja,
T910828,C4205,2025-03-18 17:00:00,2025-03-20 00:23:16,Sin conexión,Portal web,Media,
T922818,C3142,2026-01-17 18:00:00,2026-01-18 08:45:47,Consulta comercial,Telefónico,Baja,5.0
T908875,C2813,2025-02-27 10:00:00,2025-02-28 20:45:36,Consulta comercial,Portal web,Baja,
T924942,C4216,2026-02-17 08:00:00,2026-02-19 08:57:05,Consulta comercial,WhatsApp,Baja,2.0
T921782,C5331,2025-12-26 14:00:00,2025-12-29 12:29:55,Corte programado,Email,Baja,2.0
T921160,C3545,2025-12-27 09:00:00,2025-12-29 18:51:00,Conexión lenta / intermitencia,Telefónico,Baja,
T917560,C3941,2025-09-14 10:00:00,2025-09-14 20:25:41,Conexión lenta / intermitencia,Email,Media,
T929074,C1365,2026-06-25 18:00:00,2026-06-25 21:16:11,Conexión lenta / intermitencia,Sucursal,Alta,5.0
T906530,C1255,2025-01-06 17:00:00,2025-01-09 12:46:49,Corte programado,Email,Media,3.0
T905395,C2877,2024-12-21 08:00:00,2024-12-21 22:14:18,Facturación,Email,Media,4.0
T909987,C1046,2025-03-31 12:00:00,2025-04-02 00:20:41,Conexión lenta / intermitencia,Sucursal,Baja,5.0
T925925,C2719,2026-03-27 15:00:00,2026-03-28 10:49:12,Facturación,Telefónico,Media,
T900289,C1966,2024-08-16 19:00:00,2024-08-18 11:34:20,WiFi / equipos,Sucursal,Baja,
T920959,C3000,2025-12-09 14:00:00,2025-12-10 09:27:18,Facturación,Sucursal,Baja,3.0
T928901,C5773,2026-05-21 14:00:00,2026-05-22 07:07:57,Conexión lenta / intermitencia,WhatsApp,Media,
T903493,C1251,2024-11-10 20:00:00,2024-11-11 06:10:27,Sin conexión,Telefónico,Media,4.0
T925869,C2416,2026-03-01 14:00:00,2026-03-02 16:06:30,Corte programado,Portal web,Baja,5.0
T919694,C3402,2025-11-14 13:00:00,2025-11-14 17:22:35,Conexión lenta / intermitencia,Telefónico,Alta,
T917329,C3102,2025-09-14 14:00:00,2025-09-15 16:07:57,WiFi / equipos,Telefónico,Media,4.0
T922829,C3162,2026-01-18 16:00:00,2026-01-18 19:27:38,Conexión lenta / intermitencia,Telefónico,Alta,5.0
T900122,C1416,2024-08-01 09:00:00,2024-08-01 22:19:20,Sin conexión,WhatsApp,Media,5.0
T930588,C3203,2026-07-01 14:00:00,,Facturación,Sucursal,Media,
T924109,C1772,2026-02-16 16:00:00,2026-02-20 10:52:34,Instalación,Email,Baja,2.0
T900891,C4267,2024-08-24 17:00:00,2024-08-26 07:43:14,Consulta comercial,Portal web,Baja,4.0
T901244,C1413,2024-09-20 09:00:00,2024-09-21 00:18:09,Sin conexión,Telefónico,Baja,5.0
T903387,C5195,2024-10-19 09:00:00,2024-10-19 16:35:09,Sin conexión,WhatsApp,Media,
T912216,C5201,2025-04-08 20:00:00,2025-04-09 11:40:13,Sin conexión,Portal web,Media,
T925301,C5292,2026-02-27 08:00:00,2026-02-27 12:23:30,Conexión lenta / intermitencia,Sucursal,Alta,5.0
T912527,C1928,2025-05-12 18:00:00,2025-05-15 09:01:03,Conexión lenta / intermitencia,Telefónico,Media,2.0
T910133,C1601,2025-03-16 20:00:00,2025-03-17 02:46:28,Conexión lenta / intermitencia,Telefónico,Alta,
T914648,C1327,2025-07-13 16:00:00,2025-07-14 19:19:23,Facturación,Telefónico,Media,
T930267,C1734,2026-07-06 20:00:00,2026-07-07 08:20:34,WiFi / equipos,WhatsApp,Baja,4.0
T921662,C4988,2025-12-17 08:00:00,2025-12-17 17:48:06,WiFi / equipos,Telefónico,Media,5.0
T908024,C4999,2025-01-17 19:00:00,2025-01-21 19:18:17,Consulta comercial,Email,Baja,1.0
T920497,C1579,2025-12-01 09:00:00,2025-12-08 10:20:32,Cambio de plan,Portal web,Baja,1.0
T904422,C4650,2024-11-26 20:00:00,2024-11-28 04:53:26,Conexión lenta / intermitencia,WhatsApp,Media,
T927660,C5321,2026-04-24 17:00:00,2026-04-25 19:02:04,Facturación,Portal web,Baja,2.0
T917022,C1896,2025-09-20 20:00:00,2025-09-21 06:38:50,Sin conexión,WhatsApp,Media,
T998917,C95823,2025-09-22 16:00:00,2025-09-23 06:14:23,Conexión lenta / intermitencia,Portal web,Media,4.0
T918733,C4123,2025-10-23 10:00:00,2025-10-23 18:38:03,WiFi / equipos,Sucursal,Media,
T906966,C2297,2025-01-29 10:00:00,2025-01-30 15:06:27,Consulta comercial,Telefónico,Media,
T919590,C2925,2025-11-15 18:00:00,2025-11-16 07:34:00,Sin conexión,WhatsApp,Alta,
T913133,C4489,2025-05-29 17:00:00,2025-05-30 17:28:11,Instalación,Telefónico,Media,4.0
T905778,C3812,2024-12-29 15:00:00,2024-12-31 00:59:22,Conexión lenta / intermitencia,Telefónico,Baja,4.0
T922721,C2889,2026-01-02 12:00:00,2026-01-03 19:23:51,Sin conexión,Telefónico,Baja,
T918834,C4483,2025-10-25 09:00:00,2025-10-26 21:49:05,Facturación,WhatsApp,Baja,2.0
T927865,C1140,2026-05-08 17:00:00,2026-05-09 04:00:44,Conexión lenta / intermitencia,Telefónico,Media,5.0
T904707,C1256,2024-12-05 20:00:00,2024-12-07 05:32:50,WiFi / equipos,Telefónico,Media,
T902617,C2259,2024-10-28 11:00:00,2024-10-28 14:06:30,Facturación,Sucursal,Alta,
T911343,C1621,2025-04-24 09:00:00,2025-04-24 14:13:34,WiFi / equipos,Telefónico,Alta,5.0
T917879,C5437,2025-09-02 11:00:00,2025-09-03 11:56:29,WiFi / equipos,Telefónico,Media,
T927549,C4811,2026-04-12 16:00:00,2026-04-14 02:25:44,Conexión lenta / intermitencia,Telefónico,Media,
T903906,C2725,2024-11-16 10:00:00,2024-11-16 22:06:00,Facturación,Telefónico,Media,4.0
T930116,C1012,2026-07-24 12:00:00,2026-07-25 23:33:08,Corte programado,WhatsApp,Baja,3.0
T900703,C3593,2024-08-21 13:00:00,2024-08-24 23:32:26,Corte programado,Portal web,Baja,
T927929,C1392,2026-05-07 10:00:00,2026-05-09 14:21:46,WiFi / equipos,Sucursal,Baja,
T914922,C2494,2025-07-26 09:00:00,2025-07-30 10:57:33,Consulta comercial,Sucursal,Baja,1.0
T921868,C5570,2025-12-06 13:00:00,2025-12-07 00:35:19,Facturación,WhatsApp,Media,5.0
T906868,C2056,2025-01-28 18:00:00,2025-02-01 23:09:20,WiFi / equipos,Portal web,Baja,1.0
T917695,C4633,2025-09-11 12:00:00,2025-09-12 13:59:18,Conexión lenta / intermitencia,Sucursal,Media,3.0
T926039,C3198,2026-03-09 08:00:00,2026-03-09 17:28:00,Sin conexión,WhatsApp,Media,
T931193,C6012,2026-07-18 15:00:00,,Conexión lenta / intermitencia,WhatsApp,Alta,
T912057,C4511,2025-04-05 18:00:00,2025-04-06 18:38:48,Instalación,Telefónico,Baja,
T903050,C3932,2024-10-25 08:00:00,2024-10-25 15:03:10,WiFi / equipos,Sucursal,Media,
T925540,C5966,2026-02-23 08:00:00,2026-02-25 01:30:43,Conexión lenta / intermitencia,WhatsApp,Media,5.0
T900913,C4336,2024-08-24 11:00:00,2024-08-25 11:00:17,Conexión lenta / intermitencia,Telefónico,Media,2.0
T918044,C1275,2025-10-30 15:00:00,2025-10-31 14:06:30,Conexión lenta / intermitencia,Telefónico,Baja,2.0
T909677,C4785,2025-02-21 10:00:00,2025-02-24 12:10:01,Facturación,WhatsApp,Baja,
T929520,C3456,2026-06-27 08:00:00,2026-06-27 15:58:17,WiFi / equipos,Portal web,Media,
T912470,C1701,2025-05-17 08:00:00,2025-05-18 02:44:59,Facturación,Telefónico,Media,
T903508,C1302,2024-11-28 10:00:00,2024-11-30 04:08:59,Consulta comercial,Telefónico,Baja,
T927922,C1373,2026-05-31 13:00:00,2026-06-01 11:19:18,Consulta comercial,Telefónico,Media,5.0
T911265,C1281,2025-04-23 11:00:00,2025-04-23 23:04:23,Sin conexión,Telefónico,Alta,5.0
T924458,C2760,2026-02-08 13:00:00,2026-02-12 09:02:54,Instalación,Sucursal,Baja,
T914779,C1897,2025-07-26 17:00:00,2025-07-27 02:50:55,Conexión lenta / intermitencia,Portal web,Media,
T927574,C4946,2026-04-15 17:00:00,2026-04-17 18:16:24,WiFi / equipos,Telefónico,Baja,3.0
T901036,C4810,2024-08-14 08:00:00,2024-08-15 00:07:18,Conexión lenta / intermitencia,Portal web,Media,5.0
T927532,C4719,2026-04-22 15:00:00,2026-04-22 22:39:59,Sin conexión,Sucursal,Alta,
T921047,C3249,2025-12-25 14:00:00,2025-12-26 04:58:40,WiFi / equipos,Sucursal,Media,5.0
T923347,C4681,2026-01-04 12:00:00,2026-01-04 18:00:57,WiFi / equipos,WhatsApp,Alta,5.0
T910139,C1614,2025-03-08 11:00:00,2025-03-08 19:27:14,Facturación,WhatsApp,Media,5.0
T916228,C3374,2025-08-21 10:00:00,2025-08-25 06:46:45,Sin conexión,WhatsApp,Baja,
T923491,C5109,2026-01-18 17:00:00,2026-01-20 08:19:05,Sin conexión,WhatsApp,Media,
T916202,C3256,2025-08-30 17:00:00,2025-09-02 01:21:52,Facturación,WhatsApp,Baja,2.0
T928816,C5403,2026-05-29 17:00:00,2026-05-30 04:14:16,Facturación,Sucursal,Media,
T930619,C3373,2026-07-07 08:00:00,,Sin conexión,Sucursal,Media,
T918037,C1241,2025-10-18 20:00:00,2025-10-19 12:03:28,WiFi / equipos,Sucursal,Media,3.0
T908443,C1700,2025-02-15 08:00:00,2025-02-16 23:26:41,Facturación,WhatsApp,Alta,
T915758,C1344,2025-08-23 10:00:00,2025-08-24 05:32:42,WiFi / equipos,Telefónico,Media,
T928617,C4549,2026-05-24 17:00:00,2026-05-26 22:08:08,Conexión lenta / intermitencia,WhatsApp,Baja,
T919853,C4083,2025-11-04 18:00:00,2025-11-04 23:53:22,Conexión lenta / intermitencia,Portal web,Alta,
T921085,C3351,2025-12-27 09:00:00,2025-12-28 18:40:23,Conexión lenta / intermitencia,Sucursal,Media,4.0
T927046,C2523,2026-04-30 08:00:00,2026-04-30 22:03:07,Sin conexión,WhatsApp,Media,
T908495,C1823,2025-02-24 19:00:00,2025-02-26 11:31:30,Sin conexión,Telefónico,Media,4.0
T925996,C3014,2026-03-26 17:00:00,2026-03-27 23:05:56,Conexión lenta / intermitencia,Telefónico,Baja,4.0
T908942,C2960,2025-02-01 12:00:00,2025-02-06 08:36:39,Consulta comercial,Telefónico,Baja,
T923668,C5607,2026-01-03 14:00:00,2026-01-04 04:10:57,Facturación,WhatsApp,Media,5.0
T910582,C3301,2025-03-12 18:00:00,2025-03-14 21:58:47,Sin conexión,WhatsApp,Baja,
T912285,C5534,2025-04-30 19:00:00,2025-04-30 21:32:02,Sin conexión,Telefónico,Alta,
T927372,C3981,2026-04-02 15:00:00,2026-04-03 03:22:27,Sin conexión,WhatsApp,Media,
T917279,C2933,2025-09-27 12:00:00,2025-10-01 03:34:12,Conexión lenta / intermitencia,WhatsApp,Baja,1.0
T907709,C4178,2025-01-13 14:00:00,2025-01-14 22:28:49,Conexión lenta / intermitencia,Telefónico,Media,
T908726,C2490,2025-02-12 15:00:00,2025-02-12 21:06:23,Sin conexión,Telefónico,Alta,
T909074,C3287,2025-02-18 19:00:00,2025-02-19 02:05:45,Facturación,Telefónico,Alta,
T924196,C2034,2026-02-27 15:00:00,2026-03-05 05:23:16,Conexión lenta / intermitencia,WhatsApp,Baja,
T918151,C1767,2025-10-22 20:00:00,2025-10-25 01:24:28,Conexión lenta / intermitencia,Telefónico,Baja,3.0
T929131,C1613,2026-06-07 12:00:00,2026-06-08 12:32:11,Sin conexión,Telefónico,Media,
T908541,C1959,2025-02-26 18:00:00,2025-03-01 23:03:21,Sin conexión,Telefónico,Baja,
T922085,C1198,2026-01-12 19:00:00,2026-01-13 08:40:52,Cambio de plan,Portal web,Media,4.0
T909009,C3105,2025-02-13 15:00:00,2025-02-13 18:13:24,Conexión lenta / intermitencia,Telefónico,Alta,4.0
T912979,C3786,2025-05-12 14:00:00,2025-05-13 16:49:49,Conexión lenta / intermitencia,Sucursal,Media,5.0
T904740,C1352,2024-12-06 16:00:00,2024-12-07 10:11:33,WiFi / equipos,WhatsApp,Media,5.0
T911628,C2721,2025-04-25 17:00:00,2025-04-26 22:11:37,Conexión lenta / intermitencia,Telefónico,Media,
